Movie,Rating,Genre,Director,Actor1,Actor2,Budget,Revenue_US,Revenue_World,Date
The Bourne Legacy,6.7,Action,Tony Gilroy,Jeremy Renner,Rachel Weisz,125000000,113203870,280355920,10-Aug-12
The Bourne Supremacy,7.7,Action,Paul Greengrass,Matt Damon,Franka Potente,85000000,176087450,311001124,23-Jul-04
The Bourne Ultimatum,8,Action,Paul Greengrass,Matt Damon,Edgar Ramirez,130000000,227471070,444043396,3-Aug-07
The Box,5.6,Drama,Richard Kelly,Cameron Diaz,James Marsden,25000000,15051977,34356760,6-Nov-09
The Boxtrolls,6.8,Animation,Anthony Stacchi,Graham Annable,Jared Harris,60000000,50837305,111946251,26-Sep-14
The Boy,6,Horror,William Brent Bell,Lauren Cohan,Rupert Evans,10000000,35819556,68220952,22-Jan-16
The Boy in the Striped Pyjamas,7.8,Drama,Mark Herman,Asa Butterfield,David Thewlis,12500000,9046156,44083403,7-Nov-08
The Boy Next Door,4.7,Horror,Rob Cohen,Jennifer Lopez,Ryan Guzman,4000000,36006065,53401938,23-Jan-15
The Brass Teapot,6.4,Comedy,Ramaa Mosley,Juno Temple,Michael Angarano,900000,6997,413733,5-Apr-13
The Brave One,6.8,Action,Neil Jordan,Jodie Foster,Terrence Howard,70000000,36793804,69792704,14-Sep-07
The Break-Up,5.8,Comedy,Peyton Reed,Jennifer Aniston,Vince Vaughn,52000000,118703275,205727307,2-Jun-06
The Broken Hearts Club: A Romantic Comedy,7,Comedy,Greg Berlanti,Timothy Olyphant,Dean Cain,1000000,1744858,2022442,29-Sep-00
The Bronze,6,Comedy,Bryan Buckley,Melissa Rauch,Gary Cole,3500000,615816,615816,18-Mar-16
The Brothers Bloom,6.8,Action,Rian Johnson,Rachel Weisz,Adrien Brody,20000000,3531756,5531756,15-May-09
The Brothers Grimm,5.9,Action,Terry Gilliam,Matt Damon,Heath Ledger,80000000,37899638,105299638,26-Aug-05
The Brothers Solomon,5.3,Comedy,Bob Odenkirk,Will Arnett,Will Forte,10000000,900926,900926,7-Sep-07
The Brown Bunny,5,Drama,Vincent Gallo,Vincent Gallo,Chlo��_��_ Sevigny,10000000,366301,630427,27-Aug-04
The Bucket List,7.4,Adventure,Rob Reiner,Jack Nicholson,Morgan Freeman,45000000,93466502,174807445,25-Dec-07
The Burning Plain,6.8,Crime,Guillermo Arriaga,Charlize Theron,John Corbett,20000000,200730,1167092,18-Sep-09
The Butterfly Effect,7.6,Drama,J. Mackye Gruber,Eric Bress,Amy Smart,13000000,57924679,95638592,23-Jan-04
The Bye Bye Man,4.3,Drama,Stacy Title,Douglas Smith,Lucien Laviscount,7400000,22395806,31187727,13-Jan-17
The Cabin in the Woods,7,Horror,Drew Goddard,Kristen Connolly,Chris Hemsworth,30000000,42073277,70689968,13-Apr-12
The Call,6.7,Crime,Brad Anderson,Halle Berry,Evie Thompson,12800000,51872378,69821476,15-Mar-13
The Call of Cthulhu,7.3,Fantasy,Andrew Leman,Matt Foyer,John Bolen,50000,0,0,31-Dec-05
The Calling,5.8,Drama,Jason Stone,Susan Sarandon,Gil Bellows,2500000,0,0,31-Dec-09
The Campaign,6.1,Comedy,Jay Roach,Will Ferrell,Zach Galifianakis,95000000,86907746,104907746,10-Aug-12
The Canyons,3.8,Drama,Paul Schrader,Lindsay Lohan,James Deen,250000,59671,62375,2-Aug-13
The Cat in the Hat,3.9,Adventure,Bo Welch,Mike Myers,Spencer Breslin,109000000,101018283,133818283,21-Nov-03
The Cave,5.1,Action,Bruce Hunt,Piper Perabo,Morris Chestnut,30000000,15007991,27147991,26-Aug-05
The Caveman's Valentine,5.9,Crime,Kasi Lemmons,Samuel L. Jackson,Colm Feore,13500000,687081,892506,2-Mar-01
The Cell,6.3,Horror,Tarsem Singh,Jennifer Lopez,Vince Vaughn,35000000,61280963,85911226,18-Aug-00
The Change-Up,6.3,Comedy,David Dobkin,Jason Bateman,Ryan Reynolds,52000000,37243418,75997067,5-Aug-11
The Children of Huang Shi,7,Drama,Roger Spottiswoode,Jonathan Rhys Meyers,Radha Mitchell,20000000,1031872,8221700,23-May-08
The Chronicles of Narnia: Prince Caspian,6.5,Action,Andrew Adamson,Ben Barnes,Skandar Keynes,225000000,141621490,417341288,16-May-08
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,Adventure,Andrew Adamson,Tilda Swinton,Georgie Henley,180000000,291710957,720539572,9-Dec-05
The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,Adventure,Michael Apted,Ben Barnes,Skandar Keynes,155000000,104386950,418186950,10-Dec-10
The Chronicles of Riddick,6.7,Action,David Twohy,Vin Diesel,Judi Dench,120000000,57712751,107212751,11-Jun-04
The Chumscrubber,7,Comedy,Arie Posin,Jamie Bell,Allison Janney,6800000,49526,49526,5-Aug-05
The Circle,5.3,Drama,James Ponsoldt,Emma Watson,Tom Hanks,18000000,20497844,40651864,28-Apr-17
The Claim,6.4,Drama,Michael Winterbottom,Wes Bentley,Peter Mullan,13000000,622023,1375635,29-Dec-00
The Cold Light of Day,4.9,Action,Mabrouk El Mechri,Henry Cavill,Bruce Willis,20000000,3763583,25361206,7-Sep-12
The Collection,6.1,Horror,Marcus Dunstan,Josh Stewart,Emma Fitzpatrick,10000000,6810754,8890094,30-Nov-12
The Collector,6.4,Horror,Marcus Dunstan,Josh Stewart,Andrea Roth,3000000,7712114,10473836,31-Jul-09
The Comedian,5.7,Comedy,Taylor Hackford,Robert De Niro,Leslie Mann,15000000,1658706,1658706,3-Feb-17
The Commuter,6.3,Action,Jaume Collet-Serra,Liam Neeson,Vera Farmiga,40000000,36343858,101985431,12-Jan-18
The Conjuring,7.5,Horror,James Wan,Patrick Wilson,Vera Farmiga,20000000,137400141,318000141,19-Jul-13
The Conspirator,6.9,Crime,Robert Redford,Robin Wright,James McAvoy,25000000,11538204,15907411,15-Apr-11
The Constant Gardener,7.4,Drama,Fernando Meirelles,Ralph Fiennes,Rachel Weisz,25500000,33579798,86301599,31-Aug-05
The Contender,7,Drama,Rod Lurie,Joan Allen,Gary Oldman,9000000,17804273,17804273,13-Oct-00
The Cooler,7,Drama,Wayne Kramer,William H. Macy,Maria Bello,4000000,8291572,11131455,26-Nov-03
The Core,5.5,Action,Jon Amiel,Aaron Eckhart,Hilary Swank,85000000,31111260,74120792,28-Mar-03
The Cottage,6.1,Comedy,Paul Andrew Williams,Andy Serkis,Reece Shearsmith,5000000,0,1504960,31-Dec-08
The Counselor,5.3,Crime,Ridley Scott,Michael Fassbender,Penelope Cruz,25000000,16973715,71009334,25-Oct-13
The Count of Monte Cristo,7.8,Action,Kevin Reynolds,Jim Caviezel,Guy Pearce,40000000,54228104,75389090,25-Jan-02
The Covenant,5.3,Action,Renny Harlin,Steven Strait,Sebastian Stan,20000000,23364784,38164784,8-Sep-06
The Crazies,6.5,Horror,Breck Eisner,Radha Mitchell,Timothy Olyphant,19000000,39123589,56445534,26-Feb-10
The Crocodile Hunter: Collision Course,5.4,Action,John Stainton,Steve Irwin,Terri Irwin,12500000,28436931,33436931,12-Jul-02
The Croods,7.2,Animation,Chris Sanders,Kirk DeMicco,Ryan Reynolds,135000000,187168425,573068425,22-Mar-13
The Curious Case of Benjamin Button,7.8,Drama,David Fincher,Brad Pitt,Cate Blanchett,160000000,127509326,329631958,25-Dec-08
The Curse of the Jade Scorpion,6.7,Comedy,Woody Allen,Greg Stebner,Woody Allen,26000000,7496522,18496522,24-Aug-01
The D Train,5,Comedy,Jarrad Paul,Andrew Mogel,James Marsden,3000000,669688,772366,8-May-15
The Da Vinci Code,6.6,Mystery,Ron Howard,Tom Hanks,Audrey Tautou,125000000,217536138,767820459,19-May-06
The Damned United,7.5,Biography,Tom Hooper,Colm Meaney,Henry Goodman,6400000,449865,4199874,9-Oct-09
The Dangerous Lives of Altar Boys,7,Comedy,Peter Care,Kieran Culkin,Jena Malone,12000000,1779284,1779284,14-Jun-02
The Dark Knight,9,Action,Christopher Nolan,Christian Bale,Heath Ledger,185000000,533720947,1001996207,18-Jul-08
The Dark Knight Rises,8.4,Action,Christopher Nolan,Christian Bale,Tom Hardy,275000000,448139099,1084439099,20-Jul-12
The Dark Tower,5.6,Action,Nikolaj Arcel,Idris Elba,Matthew McConaughey,60000000,50701325,113461527,4-Aug-17
The Darkest Hour,4.9,Action,Chris Gorak,Emile Hirsch,Olivia Thirlby,34800000,21443494,62831715,25-Dec-11
The Darkest Minds,5.7,Action,Jennifer Yuh Nelson,Amandla Stenberg,Mandy Moore,34000000,12695691,38361428,3-Aug-18
The Darkness,4.4,Horror,Greg McLean,Kevin Bacon,Radha Mitchell,4000000,10753574,10898293,13-May-16
The Day After Tomorrow,6.4,Action,Roland Emmerich,Dennis Quaid,Jake Gyllenhaal,125000000,186740799,556319450,28-May-04
The Day the Earth Stood Still,5.5,Drama,Scott Derrickson,Keanu Reeves,Jennifer Connelly,80000000,79366978,237370350,12-Dec-08
The Dead Girl,6.6,Crime,Karen Moncrieff,Toni Collette,Brittany Murphy,3300000,19875,19875,29-Dec-06
The Death and Life of Bobby Z,5.9,Action,John Herzfeld,Paul Walker,Laurence Fishburne,8000000,0,414617,4-Sep-07
The Debt,6.9,Drama,John Madden,Helen Mirren,Sam Worthington,20000000,31177548,46604054,31-Aug-11
The Deep End,6.6,Crime,David Siegel,Scott McGehee,Goran Visnjic,3000000,8823109,9981635,8-Aug-01
The Departed,8.5,Crime,Martin Scorsese,Leonardo DiCaprio,Matt Damon,90000000,132384315,289660619,6-Oct-06
The Descendants,7.3,Comedy,Alexander Payne,George Clooney,Shailene Woodley,20000000,82624961,175507800,16-Nov-11
The Descent,7.2,Adventure,Neil Marshall,Shauna Macdonald,Natalie Mendoza,7000000,26024456,57051053,4-Aug-06
The Devil Inside,4.2,Horror,William Brent Bell,Fernanda Andrade,Simon Quarterman,1000000,53262945,101759490,6-Jan-12
The Devil Wears Prada,6.9,Comedy,David Frankel,Anne Hathaway,Meryl Streep,35000000,124740460,326073155,30-Jun-06
The Devil's Double,7.1,Biography,Lee Tamahori,Dominic Cooper,Ludivine Sagnier,19100000,1361512,5965646,29-Jul-11
The Devil's Rejects,6.8,Horror,Rob Zombie,Sid Haig,Sheri Moon Zombie,7000000,17044981,20940428,22-Jul-05
The Diary of a Teenage Girl,6.9,Comedy,Marielle Heller,Bel Powley,Alexander Skarsgard,2000000,1477002,2279959,7-Aug-15
The Dictator,6.4,Comedy,Larry Charles,Sacha Baron Cohen,Anna Faris,65000000,59650222,180148897,16-May-12
The Dilemma,5.3,Comedy,Ron Howard,Vince Vaughn,Kevin James,70000000,48475290,70546865,14-Jan-11
The Dirties,6.8,Crime,Matt Johnson,Matt Johnson,Owen Williams,55000,0,0,4-Oct-13
The Disappointments Room,3.9,Drama,D.J. Caruso,Kate Beckinsale,Mel Raido,15000000,2423467,3503761,9-Sep-16
The Disaster Artist,7.4,Biography,James Franco,James Franco,Dave Franco,10000000,21120616,28717667,1-Dec-17
The Divide,5.8,Drama,Xavier Gens,Lauren German,Michael Biehn,3000000,18000,156362,13-Jan-12
The Dressmaker,7.1,Comedy,Jocelyn Moorhouse,Kate Winslet,Judy Davis,11900000,2022115,24041617,23-Sep-16
The Drop,7.1,Crime,Micha��_��_l R. Roskam,Tom Hardy,Noomi Rapace,12600000,10724389,19054534,12-Sep-14
The Duchess,6.9,Biography,Saul Dibb,Keira Knightley,Ralph Fiennes,27000000,13848978,45160110,19-Sep-08
The Duff,6.5,Comedy,Ari Sandel,Mae Whitman,Bella Thorne,8500000,34030343,43528634,20-Feb-15
The Dukes of Hazzard,5.1,Adventure,Jay Chandrasekhar,Seann William Scott,Johnny Knoxville,53000000,80270227,109848461,5-Aug-05
The Eagle,6.2,Action,Kevin Macdonald,Channing Tatum,Jamie Bell,25000000,19490041,38993548,11-Feb-11
The East,6.8,Adventure,Zal Batmanglij,Brit Marling,Alexander Skarsgard,6500000,2274649,3027956,31-May-13
The Edge of Seventeen,7.3,Comedy,Kelly Fremon Craig,Hailee Steinfeld,Haley Lu Richardson,9000000,14431633,19096003,18-Nov-16
The Emoji Movie,3.2,Animation,Tony Leondis,T.J. Miller,James Corden,50000000,86089513,216564840,28-Jul-17
The Emperor's Club,6.9,Drama,Michael Hoffman,Kevin Kline,Emile Hirsch,12500000,14060950,16193713,22-Nov-02
The Emperor's New Groove,7.3,Animation,Mark Dindal,David Spade,John Goodman,100000000,89296573,169296573,15-Dec-00
The Equalizer,7.2,Action,Antoine Fuqua,Denzel Washington,Marton Csokas,55000000,101530738,192903624,26-Sep-14
The Equalizer 2,6.7,Action,Antoine Fuqua,Denzel Washington,Pedro Pascal,77000000,102084362,190453132,20-Jul-18
The Exorcism of Emily Rose,6.7,Drama,Scott Derrickson,Laura Linney,Tom Wilkinson,18000000,75072454,144529078,9-Sep-05
The Expendables,6.5,Action,Sylvester Stallone,Sylvester Stallone,Jason Statham,82000000,103068524,268268174,13-Aug-10
The Expendables 2,6.6,Action,Simon West,Sylvester Stallone,Liam Hemsworth,100000000,85028192,311979256,17-Aug-12
The Expendables 3,6.1,Action,Patrick Hughes,Sylvester Stallone,Jason Statham,100000000,39322544,209461378,15-Aug-14
The Express,7.3,Biography,Gary Fleder,Rob Brown,Dennis Quaid,37500000,9793406,9813309,10-Oct-08
The Eye,5.4,Drama,Xavier Palud,David Moreau,Alessandro Nivola,12000000,31418697,57577765,1-Feb-08
The Family,6.3,Comedy,Luc Besson,Robert De Niro,Michelle Pfeiffer,30000000,36918811,51078541,13-Sep-13
The Family Man,6.8,Comedy,Brett Ratner,Nicolas Cage,Tea Leoni,60000000,75764085,124715863,22-Dec-00
The Family Stone,6.3,Comedy,Thomas Bezucha,Dermot Mulroney,Sarah Jessica Parker,18000000,60062868,92357499,16-Dec-05
The Fast and the Furious,6.8,Action,Rob Cohen,Vin Diesel,Paul Walker,38000000,144512310,206512310,22-Jun-01
The Fast and the Furious: Tokyo Drift,6,Action,Justin Lin,Lucas Black,Zachery Ty Bryan,85000000,62615510,157794205,16-Jun-06
The Fate of the Furious,6.7,Action,F. Gary Gray,Vin Diesel,Jason Statham,250000000,225764765,1234846267,14-Apr-17
The Fault in Our Stars,7.7,Drama,Josh Boone,Shailene Woodley,Ansel Elgort,12000000,124872350,307166834,6-Jun-14
The Favourite,7.6,Biography,Yorgos Lanthimos,Olivia Colman,Emma Stone,15000000,34366783,94070248,23-Nov-18
The Fifth Estate,6.2,Biography,Bill Condon,Benedict Cumberbatch,Daniel Br��__hl,26000000,3254172,6154172,18-Oct-13
The Fighter,7.8,Biography,David O. Russell,Mark Wahlberg,Christian Bale,11000000,93617009,129262388,10-Dec-10
The Final Destination,5.2,Horror,David R. Ellis,Nick Zano,Krista Allen,40000000,66477700,187384627,28-Aug-09
The Final Girls,6.6,Comedy,Todd Strauss-Schulson,Taissa Farmiga,Malin Akerman,4500000,0,0,3-Nov-15
The Finest Hours,6.7,Action,Craig Gillespie,Chris Pine,Casey Affleck,70000000,27569558,49252761,29-Jan-16
The Firm,5.8,Drama,Nick Love,Paul Anderson,Calum MacNab,42000000,158340892,270340892,30-Jun-93
The First Purge,5.1,Action,Gerard McMurray,Y'lan Noel,Lex Scott Davis,13000000,69488745,137054597,4-Jul-18
The First Time,6.9,Comedy,Jonathan Kasdan,Dylan O'Brien,Britt Robertson,2000000,17061,17061,19-Oct-12
The Five-Year Engagement,6.2,Comedy,Nicholas Stoller,Jason Segel,Emily Blunt,30000000,28700285,61623819,27-Apr-12
The Flintstones in Viva Rock Vegas,3.6,Comedy,Brian Levant,Mark Addy,Stephen Baldwin,58000000,35231365,59431365,28-Apr-00
The Florida Project,7.6,Drama,Sean Baker,Brooklynn Prince,Bria Vinaite,2000000,5904366,11295324,6-Oct-17
The Fog,3.6,Horror,Rupert Wainwright,Tom Welling,Maggie Grace,18000000,29511112,37048526,14-Oct-05
The Foot Fist Way,6.3,Comedy,Jody Hill,Danny McBride,Ben Best,79000,234286,234286,30-May-08
The Forbidden Kingdom,6.6,Action,Rob Minkoff,Jackie Chan,Jet Li,55000000,52075270,129075270,18-Apr-08
The Foreigner,7,Action,Martin Campbell,Katie Leung,Jackie Chan,35000000,34393507,140783360,13-Oct-17
The Forest,4.8,Horror,Jason Zada,Natalie Dormer,Eoin Macken,10000000,26594261,40749230,8-Jan-16
The Forgotten,5.8,Drama,Joseph Ruben,Julianne Moore,Dominic West,50000000,66711892,117211892,24-Sep-04
The Forsaken,5.3,Horror,J.S. Cardone,Kerr Smith,Brendan Fehr,5000000,6755271,6755271,27-Apr-01
The Founder,7.2,Biography,John Lee Hancock,Michael Keaton,Nick Offerman,15000000,12786053,24403192,20-Jan-17
The Fountain,7.3,Drama,Darren Aronofsky,Hugh Jackman,Rachel Weisz,35000000,10144010,15461638,22-Nov-06
The Four Feathers,6.5,Adventure,Shekhar Kapur,Heath Ledger,Wes Bentley,35000000,18306166,29882645,20-Sep-02
The Fourth Kind,5.9,Mystery,Olatunde Osunsanmi,Milla Jovovich,Elias Koteas,10000000,26218170,49486874,6-Nov-09
The Frozen Ground,6.4,Crime,Scott Walker,Nicolas Cage,Vanessa Hudgens,19200000,0,5617460,23-Aug-13
